Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
462,Use EXEC_NAME build variable (#178),0.33507764,Escape '#' except when fragment identifier by @jeremypw in link,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
463,Save window state changes after a short delay (lp:1406439),0.45714098,* Return focus after popover menu closes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
464,Add release notes for 6.1.2 (#718),0.6033256,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
465,Initialize child_has_exited,0.37980884,Notifications indicate if a process exited with errors or not,,0
466,Merged copy-uri-mouse.,0.3610024,Middle-click paste now properly follows System Settings,Add accellabel to reload menuitem Add AccelLabels for tab context menu Add shift to accellabels fix lint Add named constructor with_accellabels Use AccelLabel.from_action_name constructor Remove reload accellabel,0
467,"Added New Window action, but not working.",0.6545493,Add commandline option for New Window (-n),Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
468,"Temporarily fixed bug #906383, it needs a review, because I disabled action_quit, and it existed for some reason.",0.614046,This release includes several bug fixes,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
469,Meson: Use GLib preset for l10n,0.5007477,meson: Specify default test setup by @tintou in link,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
470,Use ScrolledWindow not GtkGrid for tab page,0.58136785,Add shortcuts Ctrl + PageUp and Ctrl + PageDown to switch between tabs by @Faelian in link,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
471,Update to latest trunk,0.5518621,Other updates:,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
472,Application: fix spelling mistake,0.46560717,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
473,Corrected spacing,0.46607408,Slightly pad text from the edge of the window,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
474,"Fixed search wrap, thanks to juliomino.",0.44584754, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
475,Added more stuff to the text files.,0.5095838, * Add accels to tooltips,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal Translate-URL: link/,0
476,Fixed PPA link.,0.51365256,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
477,Added parameter to start command at launch,0.5458625,Add commandline option for New Window (-n),"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
478,Change default cursor shape to Underline as featured in Terminal's icon,0.4950116,* Hide the cursor while typing,,0
479,Use config.h/vapi for buildtime parameters and update dependencies,0.4992531,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Application: set notification icon badges Also change strings Update src/Application.vala Co-authored-by: Cassidy James Blaede cassidy@elementary.io Update src/Application.vala Co-authored-by: Cassidy James Blaede cassidy@elementary.io Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
480,MainWindow: Switch tab with Alt+[1-9] when there are at least 2 tabs (#650),0.8314453,Switch tabs with Alt + 1-9,Use static cast Use display Use clicked instead of pressed Use get_for_display Use var instead of explicit types Remote gtk_settings,1
481,Update README.md (#107),0.53478014,Other updates:,,0
482,Fixed init time notification bug,0.47223765,Notifications indicate if a process exited with errors or not,,0
483,Reset argument values after handling (#197),0.43800566,* Fix a wrong foreground process response code,,0
484,Various fixes to the .desktop file.,0.5707483,This release includes several bug fixes,,0
485,fixed bug #804912,0.6734772,This release includes several bug fixes,,0
486,README: Fix weblate badge,0.42746568,Rework Application Class by @Marukesu in link,,0
487,Restore tabs when starting with a directory (#186),0.5691606,Don't remember tabs when History is disabled in System Settings,"Refactor name check and title update so works with custom prompt Run update on new tab, switch tab, close tab and Return entered Do not use terminal.window_title Update tabs on contents changed In case a script changes the CWD Ellipsize middle Improve efficiency Re-use timeout if running instead of recreating on every call Avoid possibility of timeout running continuously Do not save terminals when updating labels Call update labels max 2 times per sec Terminal checks whether cwd changed before notifying MainWindow No need to throttle checking for same name Remove unnecessary check Use current_working_directory instead of get_shell_location () Update labels after drag out of window src/MainWindow.vala Simplify signal connection Co-authored-by: Felix Andreas felix.andreas95@googlemail.com Address review issues; improve efficiency Implement some review suggestions Lose unnecessary boolean Check names directly on tab restored etc rather than on switch page Co-authored-by: Felix Andreas felix.andreas95@googlemail.com",0
488,Don't steal Ctrl-D combinations,0.6141739,Quit with Ctrl + Shift + Q,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
489,Reduce headerbar height by disabling subtitle (#291),0.48193944,Add option to start minimized by @stan-janssen in link,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
490,"Remove TerminalTab.vala, since it's no longer needed",0.55719066,Terminal 0.5.1 is out!,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
491,add release info to appdata.xml,0.4332168,This release contains translations update and a minor API fix.,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
492,remove extra settings keys,0.6008175,Turn Natural Copy/Paste on or off in the Settings menu,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
493,Fixes Pantheon Terminal for the latest version of Granite with DynamicNotebook.TabBarVisibility.,0.50417304,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
494,Translated using Weblate (Finnish),0.5921791,Translation updates,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
495,Translated using Weblate (Uighur),0.61984813,Translation updates,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
496,Create .gitignore (#120),0.41989458,Rework Application Class by @Marukesu in link,,0
497,Application.css: increase padding (#527),0.46321806, * Add accels to tooltips,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
498,Add transate URL to appdata (#115),0.4350528,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
499,add process completion notifications,0.70414644,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,1
500,"Used error() instead of manual error message, set dark theme from main() instead of the main window's constructor",0.49233225,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
501,Implemented support for restoring tabs,0.6899839,Don't remember tabs when History is disabled in System Settings,Currently translated at 95.8% (46 of 48 strings) Translation: Terminal/Terminal Translate-URL: link/,0
502,Fixed bug #1169443 by making minimum size half of what it was.,0.5810579,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
503,Translated using Weblate (Russian),0.6243942,Translation updates,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
504,Even more neatness,0.3696323,Performance improvements,Currently translated at 100.0% (45 of 45 strings) Translation: Terminal/Terminal Translate-URL: link/,0
505,Simplified some code.,0.42874348,Rework Application Class by @Marukesu in link,,0
506,Fixed bug #804916,0.67310643,This release includes several bug fixes,Add dialog to reload tab action if there is a foreground process Make linter happy Update src/Dialogs/ForegroundProcessDialog.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Add trailing comma Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
507,DBus: Add throws GLib.Error for D-Bus interfaces,0.52141404,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (45 of 45 strings) Translation: Terminal/Terminal Translate-URL: link/,0
508,PantheonTerminalWindow: Fix invalid action names (#336),0.52794015,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (45 of 45 strings) Translation: Terminal/Terminal Translate-URL: link/,0
509,Updated pot and INSTALL file.,0.5102951,Other updates:,Currently translated at 100.0% (45 of 45 strings) Translation: Terminal/Terminal Translate-URL: link/,0
510,only apply transparency to the main Terminal window,0.5203874,Avoid losing focus when closing background tabs,Currently translated at 100.0% (45 of 45 strings) Translation: Terminal/Terminal Translate-URL: link/,0
511,"Fixed whitespace, cleaned code, minimal changes.",0.48373413,Slightly pad text from the edge of the window,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
512,"Fixed the ""Tab key take focus from command line"" bug",0.6868546,Switch tabs with the shortcuts Ctrl + Tab and Ctrl + Shift + Tab,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
513,Fixed all executable source files...,0.4631342,This release includes several bug fixes,,0
514,Changed tab_behavior to tab_bar_behavior,0.6666361,Shift + Control + D to duplicate tabs,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
515,Update screenshot (#228),0.5418172,Other updates:,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
516,Fixed schema path.,0.44689867,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
517,--author=davidgomes,0.44437116,@dependabot made their first contribution in link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
518,change help link to answers page,0.5854757,Full Changelog: link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
519,Fixed bug #804908.,0.68134785,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
520,Fix code style issues,0.5112757,* Fix a wrong foreground process response code,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
521,Unsafe Pastes: Handle multi-line pastes as well (#595),0.90380126,Also warn about multi-line pastes,"Catch Uri.unescape_string returning null Not checking this can lead to crashes when a string cannot be escaped, for example if the string is the contents of an open Vim window. declare correct nullable type",1
